Name,E-mail,Trade Name,Registration No.,Telephone,Address,Exchange Name,Validity
SHAILESH MULCHAND NISSAR,s_nissar@yahoo.co.in,S_nissar,INZ000248617,9102222722273,"611,P.J.TOWER, DALAL STREET FORT",BOMBAY STOCK EXCHANGE LIMITED,"Nov 26, 1992 - Perpetual"
SHAILESH SHAH SECURITIES PVT. LTD.,systems@dolatcapital.com,Systems,INZ000254439,9107965704168,"UNIT NO. P06 - 2A -PO6 -2D, TOWEA, WTC , BLOCK -51 ZONE -5, ROAD 5E, GIFT CITY",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 21, 1999 - Perpetual"
SHARAD AGARWAL BROKING SERVS P. LTD,sabsmum@gmail.com,Sabsmum,INZ000265636,9102226300588,"C 202 REMI BIZCOURT, SHAH INDUSTRIAL ESTATE, OFF VEERA DESAI ROAD, ANDHERI WEST",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"May 20, 1996 - Perpetual"
SHARE INDIA ALGOPLUS PRIVATE LIMITED,vikas_cs@shareindia.com,Vikas_cs,INZ000301934,9102242668080,"Cabin A, Unit 604 B, 6th Floor, Tower A, World Trade Centre, Gift City, Block-51, Zone-5, Road 5E, Gift City,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 28, 2021 - Perpetual"
SHARE INDIA SECURITIES LIMITED,info@shareindia.com,Info,INZ000178336,9101143011000,"UNIT NO 604 A-B, 605 A-B, 6TH FLOOR, TOWER A, WORLD TRADE CENTRE, GIFT CITY, BLOCK 51, ZONE 5, ROAD 5E, GIFT CITY,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 06, 2000 - Perpetual"
SHARE WISE EQUITY BROKERS PVT.LTD.,info.sharewise@gmail.com,Info.sharewise,INZ000300631,911142283201,"F-14/16, First Floor, Model Town, Part-2, North West Delhi,",BOMBAY STOCK EXCHANGE LIMITED,"Jul 30, 2021 - Perpetual"
SHAREKHAN LIMITED,compliance@sharekhan.com,Compliance,INZ000171337,9102267502000,"THE RUBY, 18TH FLOOR, 29 SENAPATI BAPTA MARG, DADAR WEST",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 26, 2018 - Perpetual"
SHAREWEALTH SECURITIES LTD.,peethambaran@sharewealthindia.com,Peethambaran,INZ000176636,04872436500,20 232 Aditya Lane M G Road West Fort Poothole PO Thrissur,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jan 23, 2006 - Perpetual"
SHAVETA STOCK & SECURITIES PRIVATE LIMITED,shavetastock@gmail.com,Shavetastock,INZ000182134,9101636503004,"1324/11,BADSHAHI BAG",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 28, 2006 - Perpetual"
SHILPA STOCK BROKER PRIVATE LIMITED,rakesh@ssbpl.net,Rakesh,INZ000201636,9102240324361,"B-11, 3RD FLOOR , PLOT NO-36, TAMARIND HOUSE, MUDHANA SHETTY MARG, HUTATMA CHOWK, FORT,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 03, 1999 - Perpetual"
SHIVMANGAL SECURITIES PVT. LTD.,shivmangalsecurities@rediffmail.com,Shivmangalsecurities,INZ000216335,9103324005228,"35/8,TOLLYGUNGE CIRCULAR ROAD NEW ALIPORE",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 19, 1995 - Perpetual"
SHIVNARAYAN NEMANI SHARE & STOCK BROKERS PVT. LTD.,shivnema@yahoo.com,Shivnema,INZ000262532,9102222659567,"43, BHUPEN CHAMBERS, 2nd Floor, Dalal Street, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 23, 1998 - Perpetual"
SHREE BALAJI MULTICOMMODITIES PVT LTD,narenderchangia@yahoo.com,Narenderchangia,INZ000077535,01542480443,33 G BLOCK,BOMBAY STOCK EXCHANGE LIMITED,"Dec 22, 2015 - Perpetual"
SHREE KANHA STOCK BROKING PRIVATE LIMITED,sksbpl@gmail.com,Sksbpl,INZ000222633,9107926460775,"406, Shail Building, Opp.Navrangpura Tel. Exchange Nr Madhusudan House, Navrangpura",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 17, 2004 - Perpetual"
SHREE NAMAN SECURITIES & FINANCE PRIVATE LIMITED,naman_mum@yahoo.com,Naman_mum,INZ000283937,9102228628953,"104, SHREE NAMAN PLAZA, 1ST FLOOR, OPP. SHANKAR LANE,S. V. ROAD, KANDIVALI",BOMBAY STOCK EXCHANGE LIMITED,"Oct 19, 1995 - Perpetual"
SHREE RAM FINCARE,srfmembership@gmail.com,Srfmembership,INZ000313927,01414188353,"603, SUN N MOON CHAMBERS, GOPALBARI, AJMER PULIA,",BOMBAY STOCK EXCHANGE LIMITED,"Jul 20, 2023 - Perpetual"
SHREE TISAI SECURITIES PRIVATE LIMITED,vishal@shreetisai.com,Vishal,INZ000215732,9102512312834,"A-109, Everest Tower, Santoshi Mata Road, Opp. Maxi Ground, Kalyan (W)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 04, 2010 - Perpetual"
SHREEHARI SHARES & STOCK BROKERS LLP,shreehari09802@gmail.com,Shreehari09802,INZ000166031,9102222811934,"B/66, 6TH FLOOR, MITTAL TOWERS, NARIMAN POINT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 16, 2004 - Perpetual"
SHREEKANT PHUMBHRA,shreekant.phumbhra@gmail.com,Shreekant.phumbhra,INZ000241419,910332211327,"16, INDIA EXCHANGE PLACE FIRST FLOOR, ROOM NO 21",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 20, 1994 - Perpetual"
SHRENI SHARES LTD,shrenisharespvtltd@yahoo.in,Shrenisharespvtltd,INZ000268538,9102242765276,"Office No.102, 1st Floor, Sea Lord CHS, 1/A, 1/B, Ram Nagar, Above Axis Bank, Borivali (West),",BOMBAY STOCK EXCHANGE LIMITED,"Sep 27, 2010 - Perpetual"
SHRI BRIJ SECURITIES PVT. LTD,info@shribrijsecurities.com,Info,INZ000183033,0222850199,"103,RAJENDRA CHAMBERS 19,NANABHAI LANE FOUNTAIN",BOMBAY STOCK EXCHANGE LIMITED,"Dec 12, 1997 - Perpetual"
SHRI KRISHNA SHARE BROKERS PRIVATE LIMITED,nk@taxonline.net.in,Nk,INZ000302434,9101143104754,"C-15/201 Acharya Niketan, Mayur Vihar Phase-I New Delhi East",BOMBAY STOCK EXCHANGE LIMITED,"Oct 07, 2021 - Perpetual"
SHRI PARASRAM HOLDINGS PVT. LTD.,anand@sphpl.com,Anand,INZ000220838,9101127420944,"GUPTA CHAMBERS,2ND FLOOR B-7,NIMRI SHOPPING CENTRE,BHARAT NAGAR,ASHOK VIHAR PHASE IV",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 19, 1995 - Perpetual"
SHRI RAM COMMODITIES,srchisar@gmail.com,Srchisar,INZ000029627,01662275551,124 125 A NEW GRAIN MARKET,BOMBAY STOCK EXCHANGE LIMITED,"Dec 22, 2015 - Perpetual"
SHRI VENKATESH STOCK BROKER SERVICES INDIA PRIVATE LIMITED,shri_vsb@yahoo.in,Shri_vsb,INZ000231135,9107714059071,"C-21/22, SHYAM MARKET JIWAN BIMA MARG,PANDRI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 17, 2011 - Perpetual"
SHRIAM FINANCIAL PRIVATE LIMITED,nareshchugh2002@yahoo.co.in,Nareshchugh2002,INZ000278336,911512202332,Chugh Mansion Opp. DRM Office,METROPOLITAN STOCK EXCHANGE,"Aug 08, 2005 - Perpetual"
SHRIKANT G MANTRI,sgmantri738@gmail.com,Sgmantri738,INZ000267617,9102222672526,"Surya Mahal, 2nd Floor, Nagindas Master Road, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
SHRIRAM INSIGHT SHARE BROKERS LIMITED,helpdesk@shriraminsight.com,Helpdesk,INZ000216238,004423587188,"MOOKAMBIKA COMPLEX 4 LADY DESIKA ROAD, MYLAPORE",BOMBAY STOCK EXCHANGE LIMITED,"Oct 22, 2003 - Perpetual"
SHRIYAM BROKING INTERMEDIARY LTD,raju@shriyam.com,Raju,INZ000274033,9102240090518,"712-713,TULSIANI CHAMBERS, 212, NARIMAN POINT,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 15, 1994 - Perpetual"
SHUBHAM STOCK BROKING SERVICES PVT. LTD.,shubham_asr@yahoo.com,Shubham_asr,INZ000287736,9102228347355,"102/5,ANMOL HOUSING SOCIETY,M.V.ROAD,MAROL,ANDHERI (EAST)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 16, 2006 - Perpetual"
SI INVESTMENTS & BROKING PRIVATE LIMITED,anandpv9@gmail.com,Anandpv9,INZ000272531,9102222722180,"402, ROTUNDA BUILDING, B.S. MARG, FORT",NSE Clearing Limited,"Jan 13, 1998 - Perpetual"
SIC STOCKS & SERVICES PRIVATE LIMITED,bripal@sicststock.com,Bripal,INZ000289933,9108025329222,"501,Prestige Meridian II, 29,30, M.G. Road,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 16, 2004 - Perpetual"
SIDDHARTHA COMMODITIES PVT LTD,jaipurscpl@gmail.com,Jaipurscpl,INZ000086139,01412610555,"C73 ADARSH NAGAR,NEAR ADARSH NAGAR POLICE STATION",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 05, 2015 - Perpetual"
SILVER STREAM EQUITIES PRIVATE LIMITED,vivek.sheth@silverstream.co.in,Vivek.sheth,INZ000198335,9102240421073,11 G CINEMA SCREEN 3 BUILDING SOMNATH JUNCTION VILLAGE DABHEL DAMAN,INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 21, 2009 - Perpetual"
SINGHAL CAPITAL SERVICES LTD,singhalcapital@vsnl.com,Singhalcapital,INZ000286134,910113278800,"G-5 4353,MADAN MOHAN STREET,4C,ANSARI ROAD,DARYA GANJ,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 26, 1995 - Perpetual"
SIXTH SENSE SECURITIES PRIVATE LIMITED,mittalankit2003@yahoo.com,Mittalankit2003,INZ000307736,09101149124667,"108, 1st Floor, D Mall Netaji Subhash Place, Pitampura",BOMBAY STOCK EXCHANGE LIMITED,"Jun 30, 2022 - Perpetual"
SKI CAPITAL SERVICES LTD.,contact@skicapital.net,Contact,INZ000188835,001145046000,"718,JOSHI ROAD KAROL BAGH",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 19, 1995 - Perpetual"
SKP SECURITIES LIMITED,shilpisureka@skpmoneywise.com,Shilpisureka,INZ000199335,003340077000,"33-A, JAWAHARLAL NEHRU ROAD 21ST FLOOR,CHATTERJEE INTERNATIONAL CENTER",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Apr 02, 1996 - Perpetual"
SKS CAPITAL & RESEARCH PRIVATE LIMITED,s_ghosh@sksspl.com,S_ghosh,INZ000223739,9103322831835,"N-218,IDEAL PLAZA, 11/1,SARAT BOSE ROAD",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jul 27, 2000 - Perpetual"
SKSE SECURITIES LIMITED,ceo@sksesl.com,Ceo,INZ000221032,9102812455123,"Saket Plaza, 2nd Floor,Dr Rajendra Prasad Road, Panchnath Plot Street No 11, Nr Panchnath Mandir",BOMBAY STOCK EXCHANGE LIMITED,"Feb 11, 2000 - Perpetual"
SKSE SECURITIES LTD.,compliance@sksesl.com,Compliance,INZ000293432,9102816102000,"Saket Plaza,2nd Floor,Dr.Rajendra Prasad Road,Panchnath Plot, Street No.11,Near Panchnath Mandir,",BOMBAY STOCK EXCHANGE LIMITED,"Feb 17, 2020 - Perpetual"
SKY COMMODITIES INDIA PRIVATE LIMITED,skycommodities@hotmail.com,Skycommodities,INZ000049235,04224358684,"40/41, SHOP NO 4 SNR TOWERS, VYSIAL STREET,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 01, 2015 - Perpetual"
SMART EQUITY BROKERS PRIVATE LIMITED,ashok.sharma@smartequity.in,Ashok.sharma,INZ000177636,01145004411,"FC-02, Fourth Floor, TDI Mall, Vishal Enclave Rajouri Garden",BOMBAY STOCK EXCHANGE LIMITED,"Dec 07, 2006 - Perpetual"
SMC GLOBAL (IFSC) PRIVATE LIMITED,ajay@smcindiaonline.com,Ajay,INZ000097436,01130111000,"Unit No. 222, 2nd Floor, Signature Building, Block 13B, Road 1C, Zone 1, GIFT SEZ, GIFT CITY,",INDIA INTERNATIONAL EXCHANGE (IFSC) LIMITED,"Jan 11, 2017 - Perpetual"
SMC GLOBAL SECURITIES LIMITED,sca@smcebroker.com,Sca,INZ000199438,00119810080226,"11/6B, SHANTI CHAMBERS PUSA ROAD, NEW DELHI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 30, 1995 - Perpetual"
SMIFS LIMITED,compliance@smifs.com,Compliance,INZ000220635,9103322893401,"VAIBHAV, 5TH FLOOR 4 LEE ROAD",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 31, 2019 - Perpetual"
SMK SHARES & STK BROKING P LTD,dsk777@rediffmail.com,Dsk777,INZ000217239,9102222721175,"224,P.J.TOWER DALAL STREET FORT MUMBAI CITY",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 07, 1998 - Perpetual"
SMP SECURITIES LIMITED,smpsecurities@yahoo.com,Smpsecurities,INZ000274734,9101127891873,"FLAT NO 33, CSC-9, G BLOCK, DDA MARKET, SEC-15,ROHINI",INDIAN CLEARING CORPORATION LIMITED(ICCL),"May 25, 2011 - Perpetual"
SOCIETE GENERALE SECURITIES INDIA PVT. LTD.,sujit.kadakia@sgcib.com,Sujit.kadakia,INZ000093534,09102266181618,"Peninsula Business Park, Unit 1901, 19th Floor, Tower A, Ganpatrao Kadam Marg, Lower Parel",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 14, 2016 - Perpetual"
SODHANI SECURITIES LTD,sodhani@bom2.vsnl.net.in,Sodhani,INZ000242534,910222614399,"K. BUILDING, 3RD FLOOR, WALCHAND HIRACHAND MARG, BALLARD ESTATE,",NSE Clearing Limited,"Mar 31, 1998 - Perpetual"
SOMAYAJULU & CO. LIMITED,mohammedharoon@somayajululimited.com,Mohammedharoon,INZ000273538,9104442658070,"961,SIYAT HOUSE,FIRST FLOOR POONAMALLE HIGH ROAD,KILPAUK",NSE Clearing Limited,"Aug 08, 1994 - Perpetual"
SOMNATH PHULARI BROKERAGE LIMITED,somnathphulari@gmail.com,Somnathphulari,INZ000009118,9102025513778,"2ND FLOOR, SIMA APARTMENT OPP FERGUSSON COLLEGE, F C ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Sep 08, 2015 - Perpetual"
SOUTH ASIAN STOCKS LTD.,info@sasonline.in,Info,INZ000164738,9101147377200,"PLOT NO.5, 3RD FLOOR, LOCAL SHOPPING COMPLEX,RISHABH VIHAR,",BOMBAY STOCK EXCHANGE LIMITED,"Apr 22, 1996 - Perpetual"
SOUTH GUJARAT SHARES & SHAREBROKERS LIMITED,yacoobali_venture@hotmail.com,Yacoobali_venture,INZ000244231,910222601296,"3RD FLOOR, BELGIUM CHAMBERS, OPP. LINEAR BUS STOP, RING ROAD,",METROPOLITAN STOCK EXCHANGE,"Feb 27, 1996 - Perpetual"
SPAN CAPLEASE PVT. LTD.,kaushal.shah@spancaplease.com,Kaushal.shah,INZ000183933,007948952052,"22, NILKANTH BUNGLOWS, B/H HDFC BANK, PRAHLAD NAGAR ROAD,SATELLITE",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Nov 26, 1998 - Perpetual"
SPARK CAPITAL ADVISORS (INDIA) PVT. LTD.,suresh@sparkcapital.in,Suresh,INZ000268933,9104443440000,"REFLECTIONS,NEW NO.2, LEITH CASTLE CENTRE STREET,SANTHOME HIGH ROAD",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Mar 22, 2006 - Perpetual"
SPARK FAMILY OFFICE AND INVESTMENT ADVISORS (INDIA) PRIVATE LIMITED,pwm.broking@sparkcapital.in,Pwm.broking,INZ000285135,9104466603063,"Reflections No 2, Leith Castle Center Street Santhome High Road, Santhome",BOMBAY STOCK EXCHANGE LIMITED,"Sep 30, 2019 - Perpetual"
SPARK INSTITUTIONAL EQUITIES PRIVATE LIMITED,mahesh.a@avendusspark.com,Mahesh.a,INZ000307037,0918080023220,"REFLECTIONS,NEW NO.2,OLD NO.12 LEITH CASTLE CENTRE STREET,SANTHOME HIGH ROAD, SANTHOME",BOMBAY STOCK EXCHANGE LIMITED,"Jul 06, 2023 - Perpetual"
SPARK SECURITIES PVT. LTD.,compliance@sparksecurities.com,Compliance,INZ000219434,9103322908100,10/4B 3RD FLOOR LALA LAJPAT RAI SARANI NEAR FORUM MARKET ELGIN ROAD,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Aug 08, 1995 - Perpetual"
SPARKLE SECURITIES SOLUTIONS PRIVATE LIMITED,kunjal.anjaria@sparklesecurities.com,Kunjal.anjaria,INZ000257237,9102267592000,"E-501, REMI BIZ COURT, OFF.VEERA DESAI ROAD, ANDHERI WEST",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 20, 2008 - Perpetual"
SPENNY FINTECH PRIVATE LIMITED,rathin@spennyapp.com,Rathin,INZ000304034,9109503369088,"677, 1st Floor, Suite No.239, 27th Main, 13th Cross, Sector 1, HSR Layout,",BOMBAY STOCK EXCHANGE LIMITED,"Feb 03, 2022 - Perpetual"
SPFL SECURITIES LIMITED,info@spfl.co.in,Info,INZ000214237,9105122330984,"A-1662,STREET NO. 15, G.F., GOVIND PURI, KALKA JI,EAST DELHI",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 19, 1995 - Perpetual"
SPREAD X SECURITIES PRIVATE LIMITED,info@spreadx.in,Info,INZ000310930,91799227443340,"D-602, TITANIUM SQUARE, NR. B.M.W SHOW ROOM, S.G.HIGHWAY,",BOMBAY STOCK EXCHANGE LIMITED,"Jan 24, 2023 - Perpetual"
SPS SHARE BROKERS PRIVATE LIMITED,spshares@vsnl.com,Spshares,INZ000206136,9102262746274,"121/4, AGRA BUILDING 1ST FLOOR, M G ROAD, FORT",METROPOLITAN STOCK EXCHANGE,"Dec 30, 1997 - Perpetual"
SRI SHIRDI SECURITIES PRIVATE LIMITED,info@srishirdicapital.com,Info,INZ000165032,9108662570164,"27-20-40, 1ST FLOOR MUSEUM ROAD, GOVERNORPET",BOMBAY STOCK EXCHANGE LIMITED,"Jan 03, 2001 - Perpetual"
SS CORPORATE SECURITIES LIMITED,sscorporate@rediffmail.com,Sscorporate,INZ000219533,9101147003600,"308,3RD FLOOR, D - BLOCK,NDM - 2, NETAJI SUBHASH PLACE, PITAMPURA",BOMBAY STOCK EXCHANGE LIMITED,"Jul 26, 1995 - Perpetual"
SSD SECURITIES PRIVATE LIMITED,mailbox@ssdsecurities.in,Mailbox,INZ000200930,9103322902100,"Ideal Plaza, Suite N316, 3rd Floor 11/1 Sarat Bose Road,",NSE Clearing Limited,"Oct 07, 2005 - Perpetual"
SSJ FINANCE AND SECURITIES PRIVATE LIMITED,co@ssjfinance.com,Co,INZ000178436,912223633749,"SURYA MAHAL, 1ST FLOOR 5, BURJORJI BHARUCHA MARG, FORT",NSE Clearing Limited,"Apr 11, 1997 - Perpetual"
SSM SECURITIES PVT. LTD.,ssm_sec@yahoo.co.in,Ssm_sec,INZ000194130,912222838045,"513, RAHEJA CENTRE NARIMAN POINT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Apr 06, 2000 - Perpetual"
SSPL WEALTH PRIVATE LIMITED,anand@asplwealth.com,Anand,INZ000192638,004442169494,"NEW NO.11,OLD NO.5 BISHOP WALLERS AVENUE (WEST)",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Aug 09, 2000 - Perpetual"
STABLE BROKING PRIVATE LIMITED,compliance@stablemoney.in,Compliance,INZ000314637,007715070020,"A103, ALPINE, SALARPURIA GREENAGE,HOSUR ROAD, BOMMANAHALLI,",BOMBAY STOCK EXCHANGE LIMITED,"Sep 05, 2023 - Perpetual"
STANDARD CHARTERED SECURITIES (INDIA) LIMITED,rajesh.tekadiwala@sc.com,Rajesh.tekadiwala,INZ000231932,9102261355900,"2nd Floor, 23-25 M. G. Road, Fort,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Feb 19, 2009 - Perpetual"
STANDARD SECURITIES & INVESTMENT INTERMEDIATES LIMITED,neelamdhingra12@gmail.com,Neelamdhingra12,INZ000224239,9101147295500,"L-79, Top Floor, Lajpat Nagar - 2,",NSE Clearing Limited,"Oct 17, 1995 - Perpetual"
STANDARD STOCK BROKERS LTD.,ssbl_07016@yahoo.com,Ssbl_07016,INZ000255932,9101124604033,"N-13, GROUND FLOOR, SOUTH EXTENSTION PART-1, DELHI",NSE Clearing Limited,"Oct 17, 1995 - Perpetual"
STAR FINVEST PVT.LTD.,skgupta@starfinvest.in,Skgupta,INZ000160735,01143070750,"311, ARUNACHAL BUILDING 19, BARAKHAMBA ROAD, CONNAUGHT PLACE",BOMBAY STOCK EXCHANGE LIMITED,"Sep 17, 1999 - Perpetual"
STEEL CITY SECURITIES LTD.,steelsec@vsnl.com,Steelsec,INZ000223538,910891762585,"49-52-5/4,SHANTHIPURAM",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Oct 17, 1995 - Perpetual"
STELLAR SECURITIES PRIVATE LIMITED,stellarj@rediffmail.com,Stellarj,INZ000254038,9102228651406,"406, Sanjar Enclave, Opp PVR Milap S V Road, Kandivli West.",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jul 06, 2010 - Perpetual"
STOCK HOLDING CORPORATION OF INDIA LIMITED,gautam.parija@stockholding.com,Gautam.parija,INZ000241237,912261779400,"301, Centre Point, Dr. B Ambedkar Road, Parel",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 30, 2014 - Perpetual"
STOCKHOLDING SERVICES LIMITED,rajneesh_singh@stockholding.com,Rajneesh_singh,INZ000199936,9102261778600,"SHCIL House, Plot No.P-51, TTC Industrial Area MIDC, Mahape",BOMBAY STOCK EXCHANGE LIMITED,"Mar 02, 2006 - Perpetual"
STOCKHOME INDIA LTD.,stockhome@stockhomeindia.com,Stockhome,INZ000182734,001125250165,"J-6,2ND FLOOR RESERVE BANK ENCLAVE, PASCHIM VIHAR",BOMBAY STOCK EXCHANGE LIMITED,"Jan 07, 2002 - Perpetual"
STRATAGEM STOCK BROKER PRIVATE LIMITED,sprintspl@gmail.com,Sprintspl,INZ000221434,911262280369,"222, 1st Floor Subhash Nagar",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 26, 2010 - Perpetual"
SUKESH JAIN SECURITIES PVT. LTD.,chiragjain@sukeshjain.com,Chiragjain,INZ000233631,911352744148,"55, Guru Road",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Oct 01, 2014 - Perpetual"
SUNCITY SHARE BROKER PRIVATE LIMITED,suncitysharebroker@outlook.com,Suncitysharebroker,INZ000172332,02912435712,III DS TOWER NEAR KOHINOOR CINEMA JODHPUR,NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 27, 2018 - Perpetual"
SUNDERDAS KALYANJI KANKAL,kankal_s@rediffmail.com,Kankal_s,INZ000233114,9102222650515,"24/26, Cama Building, 4th Floor Dalal Street, Fort",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
SUNGLOW CAPITAL SERVICES LTD.,sunglow@sunglow.in,Sunglow,INZ000197833,911123287581,"4382/4B,2ND FLOOR,MURARILAL STREET,ANSARI ROAD DARYA GANJ,EAST DELHI",BOMBAY STOCK EXCHANGE LIMITED,"Jan 12, 1996 - Perpetual"
SUNIDHI SECURITIES & FINANCE LIMITED,maheshdesai@sunidhi.com,Maheshdesai,INZ000169235,9102266771777,"Kalpataru Inspire, 8th Floor, Unit No 01, Opp. Grand Hyatt Hotel, Santacruz-East",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 16, 1994 - Perpetual"
SUNITA GUPTA,rsg121@yahoo.com,Rsg121,INZ000249611,9101142230072,"10/18, West Patel Nagar",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Jun 06, 2011 - Perpetual"
SUNRISE GILTS & SECURITIES PRIVATE LIMITED,sunstock3@gmail.com,Sunstock3,INZ000025734,917940327404,"514, 5th Floor, Pinnacle Business Park Opp Royal Orchid, Prahladnagar",BOMBAY STOCK EXCHANGE LIMITED,"Feb 25, 2016 - Perpetual"
SUNSHINE FINSEC & MERCANTILE LTD.,arun.gupta@sunshinefinsec.com,Arun.gupta,INZ000297032,9101125816643,"Shop No-27, Plot No -22, DDA Market Gita Mandir Marg, New Rajinder Nagar",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Dec 06, 1996 - Perpetual"
SUNSHINE STOCK BROKING PRIVATE LIMITED,kkghnd@rediffmail.com,Kkghnd,INZ000281939,911414039610,"F-46B, 3rd Floor, Ramesh Marg, C-Scheme,",METROPOLITAN STOCK EXCHANGE,"Dec 18, 2007 - Perpetual"
SURESH O KHANDELWAL,sokcommodities@rediffmail.com,Sokcommodities,INZ000277311,9102222855951,"Rustom Building, 2nd Floor, 29, Veer Nariman Road, Fort,",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Nov 26, 1992 - Perpetual"
SURESH RATHI SECURITIES PRIVATE LIMITED,lalit@sureshrathi.in,Lalit,INZ000165734,9102228354000,"11/12, Mithila A Co-Op.Hsg.Soc.Ltd., J.B. Nagar Andheri (East),",INDIAN CLEARING CORPORATION LIMITED(ICCL),"Dec 12, 1997 - Perpetual"
SURYAVANSHAM COMMTRADE LLP,suryacommllp@yahoo.com,Suryacommllp,INZ000103465,9103340678142,"New Town Square , 4th Floor, 4D, Chinar Park, Atghara,",BOMBAY STOCK EXCHANGE LIMITED,"Apr 12, 2017 - Perpetual"
SUSHIL FINANCIAL SERVICES PRIVATE LIMITED,ithelpdesk@sushilfinance.com,Ithelpdesk,INZ000165135,02240936200,"12,HOMJI STREET DENA BANK BUILDING, FORT",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jun 29, 1994 - Perpetual"
SVCM SECURITIES PRIVATE LIMITED,svcmsecurities@gmail.com,Svcmsecurities,INZ000293732,02228980308,"B-702, Divine Jalpa, Jambli Gali, Near Jain Mandir, Borivali West,",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Mar 12, 2020 - Perpetual"
SVS SECURITIES PVT.LTD.,mail@svssec.com,Mail,INZ000284933,910222664911,"32-33-34-35A/B, KHATAU BUILDING ALKESH DINESH MODI MARG",BOMBAY STOCK EXCHANGE LIMITED,"Jan 13, 1998 - Perpetual"
SVV SHARES & STOCK BROKERS PVT.LTD.,svvcm662@gmail.com,Svvcm662,INZ000238938,9102223440244,"A/1, Mandvi Navjeevan, 121/127 Kazi Sayed Street, Masjid Bunder",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Jan 13, 1998 - Perpetual"
SW CAPITAL PRIVATE LIMITED,compliance@swcapital.in,Compliance,INZ000182531,912242687431,"4th Floor, Sunteck Centre, 37-40, Subhash Road Vile Parle (East)",NATIONAL STOCK EXCHANGE OF INDIA LIMITED,"Sep 17, 2014 - Perpetual"
SWASTIKA INVESTMART LIMITED,compliance@swastika.co.in,Compliance,INZ000192732,912226254568,"FLAT NO. 18, 2ND FLOOR ,NORTH WING,MADHAVESHWAR CO-OP-HSG SOCIETY LTD, MADHAV NAGAR,11/12, S.V ROAD, ANDHERI (W),",BOMBAY STOCK EXCHANGE LIMITED,"Sep 05, 2000 - Perpetual"
